ISO,Year,yrsoffc,eiec,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,Barrier.removal,Economic.instruments,Regulatory.Instruments,RDD,EPS,EPS_MKT,EPS_NMKT,TECHSUP,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.Barrier.removal,SpatialLag.Economic.instruments,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,Count_Difference,Market.Instr_Difference,Non.Market.Instr_Difference,TechSup.Instr_Difference,Barrier.removal_Difference,Economic.instruments_Difference,Regulatory.Instruments_Difference,RDD_Difference,EPS_Difference,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,SpatialLag.Count_Difference,SpatialLag.Market.Instr_Difference,SpatialLag.Non.Market.Instr_Difference,SpatialLag.TechSup.Instr_Difference,SpatialLag.Barrier.removal_Difference,SpatialLag.Economic.instruments_Difference,SpatialLag.Regulatory.Instruments_Difference,SpatialLag.RDD_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference
NZL,1998,1,7,0,1,3815000,2.148452997,1.628706098,33939.0957,0.562760834,0.67499663,9.04092E+14,0,0,0,0,0,0,0,0,0.30555555,0.16666667,0.25,0.5,0.281026901,0,0.040693932,0.240332969,0,0.293776816,0.081621334,0.040927402,1.045228679,0.864716031,1.489794389,0.781175627,0,0,0,0,0,0,0,0,0.08333333,0,0.25,0,0.09339406,0,-0.047413227,0.140807287,0,-0.047132136,-0.186315211,-0.250385232,0.004319594,0.02792964,-0.026364433,0.011393618
RUS,1998,7,7,0,0,147670784,-0.954373538,-0.662553489,16955.3201,0.563610763,1.116590228,1.84E+12,0,0,0,0,0,0,0,0,0.55555558,0.16666667,1.5,0,0.194276213,0,0.045999397,0.148276816,0,0.190329192,0.079195802,0.033196404,0.984642079,0.789534729,1.393555106,0.770836412,0,0,0,0,0,0,0,0,0,0,0,0,-0.105307371,0,-0.14973334,0.044425968,0,-0.094947296,-0.207669769,-0.254578105,-0.007104981,0.018564929,-0.025400643,-0.014479189
TUR,1998,3,7,0,1,63734383,-0.354077637,-0.312862217,19407.1393,0.639034015,0.312876539,6.98E+11,0,0,0,0,0,0,0,0,0.5,1,0,0.5,0.238435348,0,0.043579962,0.194855386,0,0.237630346,0.07943149,0.035851528,1.001688743,0.779336022,1.47048037,0.755249845,-1,0,-1,0,0,0,-1,0,0,0,0,0,0.049640917,0,-0.046678641,0.096319559,0,-0.110796385,-0.136155788,-0.277558622,0.003970975,0.039936249,-0.025284158,-0.002739116
USA,1998,6,7,1,0,275854000,1.54939878,1.698527455,53230.2432,0.543333909,0.540910747,1.05E+13,1,0,0,1,0,1,0,0,1.1944444,0.83333331,1.75,1,0.141248197,0,0.061877237,0.079370961,0,0.241940566,0.204189759,0.142312523,1.020021019,0.628908001,1.523633165,0.90752188,1,0,0,1,0,-1,0,-2,0.111111,0.33333331,0,0,-0.713495176,0,-0.422237762,-0.291257414,0,-0.542932762,-0.763704435,-0.280034475,0.06196223,0.052271687,0.169018477,-0.035403519
ZAF,1998,4,7,1,0,46223880,0.638808608,0.624708474,14853.8443,0.628258164,1.010390106,3.55542E+14,0,0,0,0,0,0,1,0,0.3611111,0.83333331,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05555555,0.16666662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,1999,3,7,0,1,18812264,1.830109,1.675144136,46371.4243,0.465039527,0.757036763,6.30E+11,4,0,1,3,0,4,1,3,0.5,0,1,0.5,1.612526048,0.110299502,0.839899367,0.662327179,0.205736554,1.645268078,1.938616899,2.161161303,1.304610993,0.652964407,2.100845042,1.160023524,1,0,-1,2,0,3,-1,3,0,0,0,0,1.296772243,0.110299502,0.817660186,0.368812555,0.205736554,1.11372101,1.685010782,1.929794367,0.119107157,-0.023111842,0.366515596,0.01391775
BRA,1999,5,7,1,0,171641543,0.027357055,-0.079243017,16578.5746,0.685692091,0.467298013,1.71E+12,1,0,0,1,0,1,0,0,0.22222222,0.16666667,0.5,0,2.206052136,0.082344413,1.398663927,0.725043796,0.316227279,2.211888579,2.883621482,2.857170813,1.073862288,0.730101062,1.619564723,0.871921147,0,0,-1,1,0,0,-1,0,0,0,0,0,1.822217694,0.082344413,1.370296452,0.369576829,0.316227279,1.789311983,2.788144378,2.790061184,0.024740717,-0.016780703,0.09316323,-0.002160331
CAN,1999,6,7,1,0,30401286,2.041764736,1.863190174,44945.2947,0.492712863,0.568776807,1.01E+12,2,2,0,0,0,5,1,3,0.83333331,0.5,1,1,3.476612404,0.032047408,1.753222207,1.69134279,0.815641137,4.244074529,3.536982292,5.08810388,1.148196294,0.684864303,1.774741144,0.984983658,2,2,0,0,0,5,1,3,0,0,0,0,2.613452364,0.032047408,1.736052431,0.845352525,0.815641137,3.358029311,3.484697478,5.052988842,-0.026572949,-0.126536323,0.052459844,-0.005642227
CHE,1999,1,7,0,0,7143991,2.050135732,1.93162781,61273.0642,0.399127963,0.13360667,3.35861E+14,0,0,0,0,0,0,0,0,2.1666667,1,3.25,2.25,1.885667594,0.074752006,1.532878,0.278037587,0.107135557,1.361691893,3.12228487,2.064838678,1.02210086,0.830886452,1.477726573,0.757689564,-1,0,-1,0,0,0,-1,0,0,0,0,0,1.690114029,0.074752006,1.509587662,0.105774361,0.107135557,1.150136737,3.066856362,2.032700509,0.0406672,0.046328718,0.040704865,0.034968015
CHL,1999,6,7,1,0,15319313,1.4188627,1.051497459,19686.7699,0.724467004,0.406353344,1.91807E+14,0,0,0,0,0,0,0,0,0,0,0,0,1.875285905,0.100634291,1.048277916,0.726373697,0.253124417,1.929906072,2.23978471,2.382345833,1.125099575,0.67986161,1.778556043,0.916881106,0,0,0,0,0,0,0,0,0,0,0,0,1.444698282,0.100634291,0.951552425,0.392511566,0.253124417,1.400432248,2.022046735,2.261333349,0.069278335,-0.019768661,0.209110864,0.018492832
CHN,1999,10,3,1,0,1252735000,-0.281251855,-0.178813085,4795.494,0.481300457,1.294389334,4.15E+12,0,0,0,0,0,0,0,0,0.22222222,0.16666667,0.5,0,2.032845745,0.083177906,1.059307505,0.890360334,0.285630993,2.162485239,2.366684938,2.768617644,1.345893768,0.674254437,2.142490847,1.220936036,0,0,0,0,0,0,0,0,0,0,0,0,1.623125751,0.083177906,0.993644883,0.546302963,0.285630993,1.581425332,2.073400887,2.540996216,0.11519459,-0.031691803,0.37302634,0.00424928
EUE,1999,1,7,1,0,406353909,0.868246365,0.935066469,37154,0.498583545,0.315002321,1.38425E+13,2,0,2,0,0,1,4,2,1.026148845,0.965559447,1.378567344,0.734319726,1.327884916,0.310892566,0.418823496,0.598168854,0.199352649,1.644222212,0.954264304,1.450435109,1.030876874,0.668276833,1.5812193,0.843134516,2,0,2,0,0,1,4,2,0.026014238,0.068739566,-0.007964066,0.017267181,0.706417908,0.310892566,0.287598276,0.107927067,0.199352649,1.061686762,0.754184717,1.381580742,0.015539935,-0.047438403,0.092807934,0.001250296
GBR,1999,2,7,1,0,58682466,2.062489271,1.815493464,37473.8771,0.488731847,0.319157038,1.64E+12,1,1,0,0,0,1,0,0,1,1,1.5,0.5,1.981398434,0.059944173,1.525840962,0.395613299,0.140828915,1.603504761,3.105121138,2.247602114,1.032400489,0.812069199,1.46618722,0.818945065,0,1,0,-1,0,0,0,0,0,0,0,0,1.746623173,0.059944173,1.47230476,0.214374241,0.140828915,1.376913158,3.012028804,2.208045982,0.023020112,0.019377632,0.047473787,0.002208916
IDN,1999,1,2,0,0,213004668,-1.034385711,-0.530285761,5190.5214,0.501783665,0.52284194,6.41539E+14,1,0,1,0,0,0,2,0,0.25,0,0.75,0,1.666032677,0.067532197,0.800383506,0.798116974,0.1816657,1.704747656,1.836703798,2.219051238,1.335514925,0.617014957,2.163232794,1.226297003,1,0,1,0,0,0,2,0,0,0,0,0,1.227433003,0.067532197,0.662095948,0.497804857,0.1816657,1.143876005,1.447019062,1.967654059,0.146529375,-0.032842715,0.450248055,0.02218281
IND,1999,1,7,0,1,1038225823,-0.331014276,-0.150904462,3385.1257,0.505648331,0.718872707,1.91E+12,0,0,0,0,0,0,0,0,0.8611111,0.33333334,2,0.25,1.916191452,0.128409022,1.146837724,0.640944706,0.224848857,1.857190798,2.394949049,2.305655862,1.103707465,0.704672967,1.705985273,0.900464187,0,0,0,0,0,0,0,0,0,0,0,0,1.378546745,0.128409022,0.984220782,0.26591694,0.224848857,1.385643084,2.143841324,2.217165079,0.012443947,-0.009366487,0.083511388,-0.036813027
JPN,1999,1,7,0,1,126631000,1.147925079,1.079326272,33546.7191,0.335611358,0.309731243,3.36E+12,1,0,0,1,0,1,1,2,2.6111112,0.83333331,4,3,2.195412077,0.101381603,1.211274967,0.882755507,0.371043527,2.430600453,2.416928934,2.829180688,0.876994571,0.556901475,1.444714616,0.629367732,1,0,0,1,0,0,0,1,0.5,0,1.5,0,1.606660697,0.101381603,1.101235323,0.404043771,0.371043527,1.939893194,2.30688929,2.829180688,-0.014105638,-0.060125305,0.030318582,-0.012510129
KOR,1999,2,7,0,0,46616677,0.283826709,0.452048615,24541.8417,0.369961833,0.500615751,8.01159E+14,0,0,0,0,0,0,0,0,0.83333331,0,2.5,0,1.956712038,0.084574362,0.959000842,0.913136833,0.284368931,2.119802083,2.116036875,2.616635824,1.221057394,0.64109802,1.889699187,1.132374992,0,0,0,0,0,0,0,0,0.08333331,0,0.25,0,1.447346929,0.084574362,0.808726417,0.554046149,0.284368931,1.568980244,1.789060656,2.439934031,0.113327657,-0.024222559,0.316385713,0.047819854
MEX,1999,5,7,0,0,97115707,-0.231891669,0.330275759,26364.6061,0.697554858,0.361721772,1.46E+12,0,0,0,0,0,0,0,0,1.0277778,0.83333331,2.25,0,3.566944615,0.057496697,1.802985788,1.70646213,0.834399238,4.409506996,3.65315892,5.265477181,1.134788909,0.668408533,1.739827308,0.996131121,0,0,0,0,0,0,0,0,0.05555559,0.16666662,0,0,2.702083257,0.057496697,1.785918793,0.858667767,0.834399238,3.528557754,3.61247363,5.241858887,-0.027375005,-0.133133389,0.045541707,0.005466815
NOR,1999,2,7,0,1,4461913,2.142806292,1.864101291,53126.614,0.383612924,0.304244762,1.75753E+14,3,1,0,2,0,5,0,0,1.3611112,1.8333334,1.75,0.5,1.727096115,0.187715772,1.352557667,0.186822676,0.070936744,1.283309898,2.770752269,1.799785527,1.00258534,0.829137843,1.415445031,0.763173151,2,1,0,1,0,4,0,0,-0.0555554,-0.1666666,0,0,1.509743931,0.187715772,1.331551514,-0.009523356,0.070936744,1.048278774,2.716467024,1.766506435,0.024030736,0.02361429,0.039648872,0.008829042
NZL,1999,2,7,0,1,3835100,2.165206671,1.607778609,35522.2963,0.529913347,0.659022599,9.53436E+14,0,0,0,0,0,0,0,0,0.30555555,0.16666667,0.25,0.5,1.861985506,0.145032929,1.463697017,0.25325556,0.079162826,1.342015624,2.982630502,1.881968939,1.076290706,0.899673045,1.538055384,0.791143684,0,0,0,0,0,0,0,0,0,0,0,0,1.580958605,0.145032929,1.423003085,0.012922591,0.079162826,1.048238807,2.901009168,1.841041537,0.031062027,0.034957014,0.048260995,0.009968058
RUS,1999,8,7,0,0,147214776,-0.948893785,-0.66800487,17814.9714,0.58164421,1.075682413,1.94E+12,0,0,0,0,0,0,1,0,0.55555558,0.16666667,1.5,0,1.632474726,0.059110164,1.358850972,0.21451359,0.078037043,1.131148648,2.754863363,1.780732125,1.016228726,0.81030079,1.454971194,0.783414197,0,0,0,0,0,0,1,0,0,0,0,0,1.438198513,0.059110164,1.312851574,0.066236774,0.078037043,0.940819456,2.675667561,1.747535721,0.031586647,0.020766061,0.061416088,0.012577785
TUR,1999,4,7,0,1,64591923,-0.306078792,-0.166648478,18327.8707,0.639103466,0.325564149,6.75207E+14,0,0,0,0,0,0,0,1,0.5,1,0,0.5,1.815812892,0.089772395,1.470895859,0.255144638,0.102230362,1.314289282,3.010527848,1.948585997,1.014748286,0.820227758,1.478694577,0.745322533,0,0,0,0,0,0,0,1,0,0,0,0,1.577377544,0.089772395,1.427315897,0.060289252,0.102230362,1.076658936,2.931096358,1.912734469,0.013059543,0.040891736,0.008214207,-0.009927312
USA,1999,7,7,1,0,279040000,1.576498091,1.711706996,55083.7467,0.546672985,0.516417285,1.10E+13,4,0,2,2,1,5,4,6,1.1388888,0.66666669,1.75,1,1.203828694,0.568279835,0.433587793,0.201961066,0,1.758762294,1.250286599,1.48953367,1.103176849,0.666905126,1.745684724,0.896940658,3,0,2,1,1,4,4,6,-0.0555556,-0.16666662,0,0,1.062580497,0.568279835,0.371710556,0.122590105,0,1.516821728,1.046096839,1.347221147,0.083155829,0.037997125,0.222051559,-0.010581222
ZAF,1999,5,7,1,0,46730335,0.594539165,0.635308921,14661.973,0.638177284,0.950153582,3.60104E+14,0,0,0,0,0,0,0,0,0.30555555,0.66666669,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-0.05555555,-0.16666662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,2000,4,7,0,1,19028802,1.862088323,1.732170224,47599.1157,0.467678413,0.740741881,6.55424E+14,10,1,2,7,0,10,4,2,0.83333331,1,1,0.5,2.011535781,0.183856848,0.841128888,0.986550045,0,1.72585328,2.202830336,2.730019955,1.403333195,0.613584296,2.481696507,1.114718825,6,1,1,4,0,6,3,-1,0.33333331,1,0,0,0.399009733,0.073557347,0.001229521,0.324222866,-0.205736554,0.080585203,0.264213437,0.568858652,0.098722202,-0.039380111,0.380851465,-0.045304698
BRA,2000,6,7,1,0,174018282,0.013238784,0.043085087,16894.0151,0.685692091,0.460969795,1.78E+12,4,1,3,0,0,2,3,1,0.22222222,0.16666667,0.5,0,2.449768545,0.352830961,1.171389638,0.925547946,0,1.519588128,3.582150553,3.335325431,1.254741748,0.662472647,2.24147987,0.860272789,3,1,3,-1,0,1,3,1,0,0,0,0,0.243716409,0.270486548,-0.227274289,0.20050415,-0.316227279,-0.692300452,0.698529071,0.478154618,0.180879459,-0.067628415,0.621915147,-0.011648358
CAN,2000,7,7,1,0,30685730,2.049319029,1.849078655,46693.4584,0.501653162,0.559917181,1.06E+12,4,0,2,2,0,3,2,3,0.72222221,0.16666667,1,1,3.570842716,0.070628862,1.75034689,1.749866964,0,1.957040672,5.183341661,6.720038181,1.246343227,0.673536098,2.091456055,0.974037604,2,-2,2,2,0,-2,1,0,-0.1111111,-0.33333333,0,0,0.094230311,0.038581454,-0.002875317,0.058524174,-0.815641137,-2.287033857,1.646359369,1.631934301,0.098146933,-0.011328204,0.316714911,-0.010946055
CHE,2000,2,7,0,0,7184250,2.048353672,1.956340551,63518.2253,0.424153383,0.126697711,3.50484E+14,2,0,2,0,0,1,2,0,2.25,1,3.5,2.25,2.089118347,0.64050683,1.031185895,0.417425622,0,1.400335518,3.420498757,1.83447392,1.302771995,0.721174415,2.447243376,0.739898253,2,0,2,0,0,1,2,0,0.0833333,0,0.25,0,0.203450753,0.565754823,-0.501692105,0.139388035,-0.107135557,0.038643625,0.298213887,-0.230364759,0.280671135,-0.109712037,0.969516804,-0.017791311
CHL,2000,1,7,1,0,15503635,1.540218115,1.005559683,20279.5911,0.724467004,0.372662052,2.01E+11,0,0,0,0,0,0,0,0,0.11111111,0.33333334,0,0,2.384266249,0.344010238,1.182642199,0.857613811,0,1.622701475,2.965155977,2.816641573,1.22968996,0.603187793,2.223883049,0.861999086,0,0,0,0,0,0,0,0,0.11111111,0.33333334,0,0,0.508980344,0.243375947,0.134364283,0.131240114,-0.253124417,-0.307204597,0.725371267,0.43429574,0.104590385,-0.076673817,0.445327007,-0.054882019
CHN,2000,11,3,1,0,1262645000,-0.20854871,-0.158842877,5068.8761,0.497964474,1.244897565,4.42E+12,1,0,1,0,0,0,1,0,0.22222222,0.16666667,0.5,0,2.438897535,0.248111093,0.938221544,1.252564898,0,1.989850862,2.68102458,3.195949382,1.487143684,0.658190902,2.607940485,1.195299725,1,0,1,0,0,0,1,0,0,0,0,0,0.40605179,0.164933187,-0.121085961,0.362204564,-0.285630993,-0.172634377,0.314339643,0.427331737,0.141249916,-0.016063535,0.465449638,-0.025636311
EUE,2000,2,7,1,0,406896191,0.807834656,0.897591596,38282.9,0.49666168,0.303845461,1.43572E+13,2,1,1,0,0,1,4,1,1.433198773,0.795938881,2.780818912,0.722838625,2.025698898,0.068971308,1.0376399,0.91908769,0,2.097698086,2.023345981,2.406088984,1.135160925,0.659177615,1.932515018,0.813790126,0,1,-1,0,0,0,0,-1,0.407049928,-0.169620567,1.402251568,-0.0114811,0.697813982,-0.241921258,0.618816404,0.320918836,-0.199352649,0.453475874,1.069081677,0.955653875,0.10428405,-0.009099217,0.351295719,-0.029344389
GBR,2000,3,7,1,0,58892514,2.072457314,1.768822312,38475.0486,0.476383596,0.306206855,1.69E+12,2,0,1,1,0,5,1,2,1.3333334,1,2.5,0.5,2.150220307,0.622825616,1.031263481,0.49613121,0,1.222222511,3.438013851,1.911377567,1.285908091,0.704338608,2.354727569,0.798658175,1,-1,1,1,0,4,1,2,0.3333334,0,1,0,0.168821873,0.562881443,-0.494577481,0.10051791,-0.140828915,-0.381282249,0.332892713,-0.336224547,0.253507602,-0.107730591,0.88854035,-0.020286891
IDN,2000,1,6,0,0,216077790,-0.908694446,-0.366054028,6175.4621,0.504166679,0.50042762,7.82E+11,0,0,0,0,0,0,0,0,0.25,0,0.75,0,2.252660142,0.221687165,0.7618671,1.269105877,0,2.037932577,2.028252106,2.558292866,1.512338921,0.637428473,2.634900697,1.26468765,-1,0,-1,0,0,0,-2,0,0,0,0,0,0.586627465,0.154154968,-0.038516406,0.470988903,-0.1816657,0.333184921,0.191548308,0.339241628,0.176823996,0.020413516,0.471667903,0.038390647
IND,2000,2,7,0,1,1057922733,-0.403301805,-0.187351525,3594.2366,0.508535752,0.704473789,2.08E+12,0,0,0,0,0,0,0,0,0.91666669,0.5,2,0.25,2.394486335,0.339518555,1.12588813,0.92907965,0,1.879353037,2.92694365,2.528996374,1.272973938,0.67444118,2.275229113,0.86925156,0,0,0,0,0,0,0,0,0.05555559,0.16666666,0,0,0.478294883,0.211109533,-0.020949594,0.288134944,-0.224848857,0.022162239,0.531994601,0.223340511,0.169266474,-0.030231787,0.569243839,-0.031212628
JPN,2000,2,7,0,1,126843000,1.229918957,1.14183569,33970.0372,0.34601617,0.302103488,3.43E+12,2,0,0,2,0,3,0,3,2.6944444,0.83333331,4.25,3,2.554643564,0.233445193,1.252506723,1.068691648,0,1.578465731,3.309556785,3.250776618,0.983741616,0.54201531,1.821198566,0.588011017,1,0,0,1,0,2,-1,1,0.0833332,0,0.25,0,0.359231487,0.132063589,0.041231756,0.185936141,-0.371043527,-0.852134721,0.892627852,0.42159593,0.106747045,-0.014886165,0.37648395,-0.041356716
KOR,2000,3,7,0,0,47008111,0.270445168,0.61354059,26257.7524,0.406127754,0.505032202,8.73187E+14,0,0,0,0,0,0,0,0,0.8888889,0.16666667,2.5,0,2.587864722,0.19535129,1.052592799,1.339920634,0,2.006086515,2.696620247,3.279478947,1.344645472,0.627776968,2.267191418,1.138968089,0,0,0,0,0,0,0,0,0.05555559,0.16666667,0,0,0.631152685,0.110776927,0.093591957,0.426783801,-0.284368931,-0.113715569,0.580583373,0.662843123,0.123588078,-0.013321053,0.377492231,0.006593097
MEX,2000,6,7,0,0,98625552,-0.073860303,0.276181936,26793.5646,0.697554858,0.361122462,1.52E+12,0,0,0,0,0,0,0,0,0.91666669,0.5,2.25,0,3.700853358,0.073813615,1.837624701,1.789415041,0,1.956885702,5.372176984,6.917302204,1.226883621,0.650836717,2.041397467,0.988416762,0,0,0,0,0,0,0,0,-0.11111111,-0.33333331,0,0,0.133908743,0.016316918,0.034638913,0.082952912,-0.834399238,-2.452621294,1.719018064,1.651825022,0.092094712,-0.017571816,0.301570159,-0.007714359
NOR,2000,3,7,0,1,4490967,2.123349667,1.816123009,61066.4848,0.413392441,0.280426599,2.0316E+14,2,1,0,1,0,2,0,0,1.6388888,1.6666666,2.75,0.5,2.036153937,0.586705273,1.012817364,0.436631299,0,1.670158746,3.149777091,1.692051651,1.275360636,0.715670962,2.3719191,0.738491887,-1,0,0,-1,0,-3,0,0,0.2777776,-0.1666668,1,0,0.309057821,0.398989501,-0.339740304,0.249808624,-0.070936744,0.386848848,0.379024822,-0.107733876,0.272775296,-0.113466882,0.956474069,-0.024681264
NZL,2000,1,7,1,0,3857700,2.181960344,1.58685112,35903.1252,0.497515164,0.64806034,9.70506E+14,0,0,0,0,0,0,1,0,0.30555555,0.16666667,0.25,0.5,2.129313938,0.662826652,1.051022257,0.415465029,0,1.631666282,3.266723105,1.669106667,1.383005955,0.786410897,2.592000888,0.770606132,0,0,0,0,0,0,1,0,0,0,0,0,0.267328432,0.517793723,-0.41267476,0.162209469,-0.079162826,0.289650658,0.284092603,-0.212862272,0.306715248,-0.113262149,1.053945504,-0.020537552
RUS,2000,9,7,0,0,146596869,-0.943414032,-0.673456252,19284.402,0.601428844,0.999274411,2.10E+12,1,0,1,0,0,0,1,0,0.55555558,0.16666667,1.5,0,1.946132696,0.597060249,1.034256398,0.314816048,0,1.224055934,3.181035453,1.51424477,1.295714244,0.709490731,2.396800069,0.780851991,1,0,1,0,0,0,0,0,0,0,0,0,0.31365797,0.537950085,-0.324594574,0.100302458,-0.078037043,0.092907286,0.42617209,-0.266487355,0.279485518,-0.100810059,0.941828875,-0.002562205
TUR,2000,1,7,1,0,65425961,-0.258079946,-0.020434739,19136.2446,0.639173335,0.330972346,7.22021E+14,2,0,2,0,0,0,2,1,0.77777779,0.83333331,1,0.5,2.070958357,0.626373196,1.040531822,0.404053339,0,1.399301647,3.357500441,1.747600719,1.301614799,0.717136747,2.45609128,0.731616426,2,0,2,0,0,0,2,0,0.27777779,-0.16666669,1,0,0.255145464,0.536600801,-0.430364037,0.1489087,-0.102230362,0.085012365,0.346972594,-0.200985278,0.286866513,-0.10309101,0.977396703,-0.013706107
USA,2000,8,7,1,0,282162411,1.603597403,1.724886537,56643.4763,0.550133856,0.507783171,1.14E+13,4,0,2,2,0,2,6,8,1.2222222,0.66666669,2,1,2.073510787,0.236448242,0.932195691,0.904866855,0,1.794138056,1.576314018,1.493678779,1.164223441,0.513852458,2.116379437,0.86243845,0,0,0,0,-1,-3,2,2,0.0833334,0,0.25,0,0.869682093,-0.331831594,0.498607898,0.702905789,0,0.035375761,0.326027419,0.004145109,0.061046592,-0.153052669,0.370694713,-0.034502208
ZAF,2000,1,7,1,0,47159719,0.550269723,0.645909369,14850.0147,0.648059686,0.921529024,3.74215E+14,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,2.317300285,0.428266835,1.035728383,0.853305067,0,1.944179361,2.92238231,2.298742386,1.345820685,0.711288054,2.429532435,0.896641606,0,0,0,0,0,0,0,0,-0.05555555,-0.16666669,0,0,2.317300285,0.428266835,1.035728383,0.853305067,0,1.944179361,2.92238231,2.298742386,1.345820685,0.711288054,2.429532435,0.896641606
AUS,2001,5,7,0,1,19274701,1.811762333,1.695684433,47755.4421,0.460669079,0.739108968,6.67357E+14,3,1,2,0,0,2,4,0,0.8888889,1.1666666,1,0.5,2.259338038,0.391345473,0.58787365,1.280118915,0.009345318,3.377793028,1.99017228,1.98031136,1.410495281,0.637330357,2.465615492,1.128540044,-7,0,0,-7,0,-8,0,-2,0.05555559,0.1666666,0,0,0.247802257,0.207488625,-0.253255238,0.29356887,0.009345318,1.651939748,-0.212658055,-0.749708596,0.007162086,0.02374606,-0.016081014,0.013821218
BRA,2001,7,7,1,0,176301203,0.047590548,0.004234871,16722.0317,0.685692091,0.462249958,1.81E+12,2,0,2,0,0,0,3,0,0.27777779,0.33333334,0.5,0,2.382132583,0.454273088,0.843057317,1.084802178,0.031820502,3.522146269,2.993857623,3.193880738,1.268278348,0.712773774,2.213811669,0.878249676,-2,-1,-1,0,0,-2,0,-1,0.05555557,0.16666667,0,0,-0.067635962,0.101442127,-0.328332321,0.159254232,0.031820502,2.002558141,-0.58829293,-0.141444694,0.0135366,0.050301127,-0.027668202,0.017976887
CAN,2001,8,7,1,0,31020855,2.015775263,1.854967296,46766.0951,0.49823911,0.542355324,1.08E+12,9,0,2,7,0,11,5,7,0.72222221,0.16666667,1,1,1.392522157,0.131242835,0.208553344,1.052725977,0.018553092,3.131453817,1.382564697,5.071041362,1.249158605,0.682776197,2.087008678,0.977691022,5,0,0,5,0,8,3,4,0,0,0,0,-2.178320559,0.060613973,-1.541793545,-0.697140986,0.018553092,1.174413145,-3.800776964,-1.64899682,0.002815379,0.009240098,-0.004447377,0.003653418
CHE,2001,3,7,0,0,7229854,2.053684115,1.946691155,64112.7663,0.406723995,0.128282212,3.57156E+14,1,1,0,0,0,1,0,0,2.25,1,3.5,2.25,3.519045153,0.830866325,1.526755285,1.161423543,0.013747677,4.391838747,4.980396495,2.697833495,1.377027955,0.83146345,2.464275396,0.835345105,-1,1,-2,0,0,0,-2,0,0,0,0,0,1.429926806,0.190359495,0.49556939,0.743997921,0.013747677,2.991503228,1.559897738,0.863359575,0.07425596,0.110289035,0.01703202,0.095446853
CHL,2001,2,7,1,0,15683849,1.509691715,1.042023301,20532.5363,0.717642409,0.354841598,2.08E+11,0,0,0,0,0,0,0,0,0.11111111,0.33333334,0,0,2.476538378,0.423469182,0.896003076,1.15706612,0.056435319,3.37303135,2.724125764,2.508745497,1.23890149,0.664877241,2.18158492,0.870242368,0,0,0,0,0,0,0,0,0,0,0,0,0.092272129,0.079458944,-0.286639124,0.299452309,0.056435319,1.750329875,-0.241030212,-0.307896076,0.009211531,0.061689448,-0.04229813,0.008243281
CHN,2001,12,3,1,0,1271850000,-0.383223139,-0.14097004,5300.6353,0.507249429,1.191267124,4.73E+12,1,0,0,1,0,2,0,0,0.22222222,0.16666667,0.5,0,2.252850897,0.3722089,0.68784134,1.192800658,0.011751336,3.408598537,2.411745849,2.524680307,1.506104302,0.702752276,2.598922594,1.216638102,0,0,-1,1,0,2,-1,0,0,0,0,0,-0.186046638,0.124097807,-0.250380204,-0.05976424,0.011751336,1.418747674,-0.269278732,-0.671269075,0.018960618,0.044561374,-0.00901789,0.021338377
EUE,2001,3,7,1,0,407774456,0.703968285,0.862316267,38900.7,0.496881394,0.299443583,1.46926E+13,4,1,2,1,0,5,7,3,1.541292211,0.953342374,2.790994436,0.879539954,3.16842902,0.767417236,0.69057497,1.710436814,0.035674519,3.628808935,1.084647239,1.60892517,1.124429581,0.657501145,1.917164011,0.798623569,2,0,1,1,0,4,3,2,0.108093438,0.157403493,0.010175524,0.156701329,1.142730122,0.698445928,-0.34706493,0.791349124,0.035674519,1.531110849,-0.938698742,-0.797163814,-0.010731344,-0.00167647,-0.015351008,-0.015166558
GBR,2001,4,7,1,0,59119673,2.037546992,1.774273932,39707.6601,0.480518064,0.303879449,1.76E+12,10,3,2,5,0,10,2,1,1.3333334,1,2.5,0.5,2.922643169,0.625081815,1.31401938,0.983541974,0.010986312,3.858597142,4.559968485,2.765208357,1.342725054,0.795934873,2.355162925,0.877077459,8,3,1,4,0,5,1,-1,0,0,0,0,0.772422863,0.002256199,0.282755899,0.487410764,0.010986312,2.636374631,1.121954634,0.85383079,0.056816963,0.091596265,0.000435355,0.078419284
