ISO,Year,yrsoffc,eiec,execrlc,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,Barrier.removal,Economic.instruments,Regulatory.Instruments,RDD,EPS,EPS_MKT,EPS_NMKT,TECHSUP,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.Barrier.removal,SpatialLag.Economic.instruments,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,Count_Difference,Market.Instr_Difference,Non.Market.Instr_Difference,TechSup.Instr_Difference,Barrier.removal_Difference,Economic.instruments_Difference,Regulatory.Instruments_Difference,RDD_Difference,EPS_Difference,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,SpatialLag.Count_Difference,SpatialLag.Market.Instr_Difference,SpatialLag.Non.Market.Instr_Difference,SpatialLag.TechSup.Instr_Difference,SpatialLag.Barrier.removal_Difference,SpatialLag.Economic.instruments_Difference,SpatialLag.Regulatory.Instruments_Difference,SpatialLag.RDD_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference
DEU,1998,16,7,Right,0,1,82047195,1.997946858,1.812501669,43701.6981,0.461557959,0.320582065,2.82E+12,2,0,2,0,0,0,2,0,1.5833334,1,2.5,1.25,0.548395718,0,0.155743206,0.392652512,0.058049438,0.455240877,0.320019705,0.048177623,1.171724523,0.875523141,1.479127745,1.16052264,1,0,1,0,0,0,1,0,0.138889,0.16666669,0,0.25,0.161817782,0,0.01419575,0.147622032,0.003057676,-0.108890103,-0.012662971,-0.351930871,0.0700951,0.122478089,0.078702966,0.00910425
ESP,1998,2,7,Right,0,1,40223509,1.355995536,1.597302556,33350.1528,0.453740984,0.277155585,1.05E+12,3,0,1,2,1,2,3,0,1.1111112,0.83333331,1.5,1,0.646521427,0,0.451908823,0.194612604,0,0.234779306,0.47736374,0.025454917,1.302379481,0.990372434,1.666022749,1.250743194,1,0,1,0,0,0,3,0,0,0,0,0,0.282328777,0,0.160635274,0.121693503,0,-0.01094873,0.030019171,-0.200657631,0.101513384,0.142777123,0.0622334,0.099529573
FRA,1998,1,7,Left,1,0,60190684,1.350772858,1.45350337,43797.1249,0.451485412,0.244875727,2.00E+12,0,0,0,0,0,0,0,0,1.4722222,1.1666666,1.5,1.75,1.173234459,0,0.687399558,0.485834901,0.114787375,0.523312743,0.945711962,0.028737654,1.25362231,0.917427012,1.745449613,1.097990196,0,0,0,0,0,0,0,0,0,0,0,0,0.532558551,0,0.340827103,0.191731447,0.006093025,-0.019378297,0.414095826,-0.262762413,0.098607865,0.150218091,0.059048449,0.086556986
GBR,1998,1,7,Left,1,0,58487141,2.052521229,1.862164617,35939.5162,0.480323034,0.341197594,1.57E+12,1,0,0,1,0,1,0,0,1,1,1.5,0.5,0.85977132,0,0.515719101,0.344052219,0.053366891,0.403437845,0.674248558,0.051795675,1.247429523,0.865160906,1.678525028,1.198602577,1,0,0,1,0,1,-1,0,0,0,0,0,0.306414283,0,0.205230986,0.101183296,0.000754502,-0.318587026,0.275011929,-0.473672262,0.092182689,0.136606231,0.078795271,0.061146538
IDN,1998,31,2,0,0,0,209826788,-1.160076976,-0.694517493,5901.1354,0.508964367,0.514757073,7.11625E+14,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0.671652489,0,0.299874518,0.37177797,0.024919469,0.651101647,0.619214951,0.269501496,1.273474249,0.663183725,1.816532833,1.340706111,0,0,0,0,0,0,0,0,0,0,0,0,-0.593622861,0,-0.175617419,-0.418005441,0.004702836,-0.835470042,-0.282083121,-0.90090813,0.05648234,0.08701973,0.165005519,-0.082578304
IND,1998,2,7,Left,1,0,1018665080,-0.258726746,-0.114457399,3278.621,0.503775832,0.753646658,1.81E+12,0,0,0,0,0,0,0,0,0.8611111,0.33333334,2,0.25,0.834820805,0,0.387521119,0.447299686,0.02056777,0.551833126,0.52449432,0.09583766,1.209047792,0.752322679,1.761721222,1.113099432,0,0,0,0,0,0,0,0,0,0,0,0,0.182198512,0,0.020447927,0.161750585,0.003083476,-0.306057581,-0.123110151,-0.646126494,0.103734619,0.13416052,0.140559418,0.03648391
ITA,1998,2,7,Center,0,0,56906744,0.490962476,0.829069972,42815.9828,0.472940832,0.22867736,1.95E+12,0,0,0,0,0,0,0,0,1.5833334,1.5,1.5,1.75,1.050601618,0,0.675071068,0.37553055,0.078711104,0.420114951,0.859395747,0.02690247,1.24665026,0.861189649,1.746916215,1.131844844,0,0,0,0,0,0,0,0,0.25,0.5,0,0.25,0.436916224,0,0.300425476,0.136490748,0.002462186,-0.056997304,0.334907173,-0.271372125,0.064687469,0.084589215,0.056804643,0.05266848
JPN,1998,2,7,Right,0,1,126400000,1.065931201,1.016816854,33918.3864,0.330418949,0.301866366,3.36E+12,0,0,0,0,0,1,1,1,2.1111112,0.83333331,2.5,3,0.807052265,0,0.27120871,0.535843555,0.010694042,0.548734741,0.292596794,0,0.950420329,0.622347008,1.502316729,0.726597279,-2,0,0,-2,0,-2,0,-1,0.1666668,0,0.5,0,0.085086671,0,-0.329040645,0.414127316,0.002148611,-0.395563148,-0.431433536,-1.016110521,0.104716368,0.191443231,0.062862156,0.059843816
KOR,1998,1,7,Center,0,0,46286503,0.29720825,0.290556639,22376.9011,0.360245024,0.513635719,7.19067E+14,0,0,0,0,0,0,0,0,0.75,0,2.25,0,0.677097417,0,0.268617597,0.40847982,0.012033596,0.613731253,0.481847036,0.189162248,1.167051627,0.671450221,1.646005187,1.183699432,-3,0,-2,-1,0,-1,-2,-1,0,0,0,0,-0.233734906,0,-0.151948304,-0.081786602,0.003602732,-0.670528577,-0.278089405,-0.959876818,0.085462543,0.124309022,0.175463606,-0.043385017
MEX,1998,4,7,Center,0,0,95575245,-0.389923036,0.384369582,26210.1698,0.697554858,0.378238818,1.42E+12,0,0,0,0,0,0,0,0,0.97222221,0.66666669,2.25,0,0.953893394,0,0.075353938,0.878539456,0.009917012,0.912121037,0.119110224,0.023922261,1.188154031,0.809302983,1.728074777,1.027084413,0,0,0,0,0,0,0,0,0.36111111,0.33333335,0.75,0,0.767192921,0,-0.015290013,0.782482934,-0.000422187,-0.924716984,-0.033623575,-1.744418455,0.104550522,0.29182862,0.020024908,0.001798282
NOR,1998,1,7,Right,0,1,4431464,2.162262917,1.912079573,50243.5973,0.373364936,0.303322873,1.65221E+14,1,0,0,1,0,1,0,0,1.4166666,2,1.75,0.5,0.885040075,0,0.515082028,0.369958047,0.032363937,0.430096045,0.631543991,0.051734089,1.174552755,0.830145651,1.640443545,1.053069006,1,0,0,1,0,0,0,0,0,0,0,0,0.388677418,0,0.184995619,0.203681799,0.008699083,-0.02689882,-0.029521873,-0.280110025,0.100381275,0.09278045,0.134382956,0.073980359
NZL,1998,1,7,Right,0,1,3815000,2.148452997,1.628706098,33939.0957,0.562760834,0.67499663,9.04092E+14,0,0,0,0,0,0,0,0,0.30555555,0.16666667,0.25,0.5,1.056852106,0,0.70193755,0.354914556,0.037804772,0.41702478,0.825111224,0.047564129,1.338076701,0.967583221,1.876589955,1.170056839,0,0,0,0,0,0,0,0,0.08333333,0,0.25,0,0.459916311,0,0.298071048,0.161845262,-0.000541639,-0.058296618,0.210968251,-0.293070927,0.092642279,0.124630432,0.045590349,0.107705969
RUS,1998,7,7,0,0,0,147670784,-0.954373538,-0.662553489,16955.3201,0.563610763,1.116590228,1.84E+12,0,0,0,0,0,0,0,0,0.55555558,0.16666667,1.5,0,0.76736526,0,0.497531957,0.269833303,0.023831495,0.332842408,0.594934723,0.049739776,1.182512387,0.829464292,1.64299948,1.075073325,0,0,0,0,0,0,0,0,0,0,0,0,0.041830385,0,-0.012156014,0.053986399,-0.002488404,-0.168124496,-0.057973322,-0.402513104,0.070779775,0.12156244,0.052881281,0.03789555
TUR,1998,3,7,Right,0,1,63734383,-0.354077637,-0.312862217,19407.1393,0.639034015,0.312876539,6.98E+11,0,0,0,0,0,0,0,0,0.5,1,0,0.5,0.918884502,0,0.609819254,0.309065247,0.038216772,0.360132924,0.729054807,0.042802009,1.269299541,0.877058502,1.803968502,1.126871529,-1,0,-1,0,0,0,-1,0,0,0,0,0,0.361170214,0,0.242279313,0.118890901,0.001549738,-0.126353165,0.212904583,-0.328828595,0.094199256,0.152981091,0.037489358,0.092127255
USA,1998,6,7,Left,1,0,275854000,1.54939878,1.698527455,53230.2432,0.543333909,0.540910747,1.05E+13,1,0,0,1,0,1,0,0,1.1944444,0.83333331,1.75,1,0.320165715,0,0.215554902,0.104610813,0.009835988,0.278584681,0.387522629,0.152295751,1.0964085,0.642898649,1.619302275,1.027024538,1,0,0,1,0,-1,0,-2,0.111111,0.33333331,0,0,-0.673884761,0,-0.363643571,-0.31024119,-9.54121E-05,-0.577739952,-0.707253095,-0.29781146,0.093778728,0.080924889,0.20781193,-0.007400717
ZAF,1998,4,7,Left,1,0,46223880,0.638808608,0.624708474,14853.8443,0.628258164,1.010390106,3.55542E+14,0,0,0,0,0,0,1,0,0.3611111,0.83333331,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05555555,0.16666662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,1999,3,7,Right,0,1,18812264,1.830109,1.675144136,46371.4243,0.465039527,0.757036763,6.30E+11,4,0,1,3,0,4,1,3,0.5,0,1,0.5,2.240588921,0.371716522,0.661839358,1.207033041,0.22217787,2.529827344,1.608837182,2.094346167,1.389420401,0.653547695,2.232382737,1.282330774,1,0,-1,2,0,3,-1,3,0,0,0,0,1.76050388,0.371716522,0.513701394,0.875085964,0.211570718,1.945884369,1.194545535,1.849406789,0.122783165,-0.046366513,0.405469343,0.009246734
BRA,1999,5,7,Left,1,0,171641543,0.027357055,-0.079243017,16578.5746,0.685692091,0.467298013,1.71E+12,1,0,0,1,0,1,0,0,0.22222222,0.16666667,0.5,0,3.518918871,0.583392964,1.093540954,1.841984953,0.366152995,4.066027219,2.324167302,2.819483563,1.207481957,0.738268141,1.807342854,1.076834975,0,0,-1,1,0,0,-1,0,0,0,0,0,2.733140976,0.583392964,0.777762938,1.371985074,0.330131318,3.520895986,1.861214577,2.744352208,0.008314341,-0.060605913,0.107791336,-0.022242269
CAN,1999,6,7,Left,1,0,30401286,2.041764736,1.863190174,44945.2947,0.492712863,0.568776807,1.01E+12,2,2,0,0,0,5,1,3,0.83333331,0.5,1,1,3.710096203,0.096115074,1.736103334,1.877877794,0.835040764,4.560829868,3.500977147,5.147809812,1.168711977,0.684871032,1.802496703,1.018768428,2,2,0,0,0,5,1,3,0,0,0,0,2.787169393,0.096115074,1.681959262,1.009095057,0.832324414,3.651170248,3.405564773,5.11197421,-0.030154242,-0.134794231,0.051910734,-0.007579072
CHE,1999,1,7,-999,0,0,7143991,2.050135732,1.93162781,61273.0642,0.399127963,0.13360667,3.35861E+14,0,0,0,0,0,0,0,0,2.1666667,1,3.25,2.25,5.032791034,1.188345835,1.026277338,2.818167861,0.129855466,5.396071243,2.209507444,1.759485281,1.307788292,0.89776352,1.879505642,1.146095769,-1,0,-1,0,0,0,-1,0,0,0,0,0,4.112501263,1.188345835,0.358665544,2.565489884,0.1048379,5.097171978,1.454054596,1.721679359,0.02102847,-0.001175978,0.060987653,0.003273878
CHL,1999,6,7,Left,1,0,15319313,1.4188627,1.051497459,19686.7699,0.724467004,0.406353344,1.91807E+14,0,0,0,0,0,0,0,0,0,0,0,0,2.710652984,0.429267153,0.851480547,1.429905284,0.278993385,3.111422736,1.856693313,2.317753926,1.219741265,0.685330101,1.8994259,1.074467847,0,0,0,0,0,0,0,0,0,0,0,0,2.010705121,0.429267153,0.589381125,0.992056843,0.238432216,2.464566474,1.384171738,2.188454111,0.063699643,-0.052917298,0.23480607,0.009210245
CHN,1999,10,3,Left,1,0,1252735000,-0.281251855,-0.178813085,4795.494,0.481300457,1.294389334,4.15E+12,0,0,0,0,0,0,0,0,0.22222222,0.16666667,0.5,0,2.858010042,0.362965554,0.87884276,1.616201728,0.310153891,3.291681796,2.048356549,2.756209032,1.448585133,0.672924081,2.300968592,1.371862759,0,0,0,0,0,0,0,0,0,0,0,0,2.218992402,0.362965554,0.639462246,1.216564602,0.295295579,2.63722642,1.534527456,2.511477077,0.116757057,-0.055143105,0.407190228,-0.001775858
DEU,1999,1,7,Left,1,0,82100243,1.89974612,1.808516681,44379.8466,0.465504906,0.302917955,2.87E+12,7,2,0,5,0,8,1,1,1.5,1,2.5,1,3.516002695,0.704447037,1.215068793,1.596486865,0.135099093,3.600538608,2.265481492,1.674454505,1.220376729,0.854135228,1.56945216,1.237542857,5,2,-2,5,0,8,-1,1,-0.0833334,0,0,-0.25,2.967606977,0.704447037,1.059325587,1.203834353,0.077049655,3.145297732,1.945461786,1.626276882,0.048652206,-0.021387913,0.090324415,0.077020217
ESP,1999,3,7,Right,0,1,40386875,1.342139184,1.641529918,34637.7346,0.456222265,0.28346065,1.10E+12,1,0,0,1,0,2,1,1,1.1944444,0.83333331,1.5,1.25,5.646829771,1.216551579,1.476496072,2.95378212,0.063552213,5.676003663,2.792682431,1.618983685,1.328823847,0.977133045,1.708020612,1.301317945,-2,0,-1,-1,-1,0,-2,1,0.0833332,0,0,0.25,5.000308345,1.216551579,1.024587249,2.759169516,0.063552213,5.441224356,2.315318691,1.593528768,0.026444366,-0.013239388,0.041997863,0.050574751
FRA,1999,2,7,Left,1,0,60501986,1.336248219,1.545280337,44996.2975,0.450562784,0.233511626,2.07E+12,11,1,4,6,0,10,7,3,1.6388888,1.1666666,1.5,2.25,3.402752151,1.092000646,0.498251406,1.812500098,0.105649954,3.934461994,1.272281437,1.263775361,1.242176841,0.897656576,1.794839574,1.034034403,11,1,4,6,0,10,7,3,0.1666666,0,0,0.5,2.229517692,1.092000646,-0.189148152,1.326665197,-0.009137421,3.41114925,0.326569474,1.235037708,-0.011445469,-0.019770436,0.04938996,-0.063955793
GBR,1999,2,7,Left,1,0,58682466,2.062489271,1.815493464,37473.8771,0.488731847,0.319157038,1.64E+12,1,1,0,0,0,1,0,0,1,1,1.5,0.5,4.454381537,0.83626436,1.137040718,2.481076459,0.196591277,4.885456262,2.371760578,2.167669339,1.257230949,0.820692272,1.746084433,1.204916215,0,1,0,-1,0,0,0,0,0,0,0,0,3.594610217,0.83626436,0.621321617,2.137024239,0.143224386,4.482018417,1.697512019,2.115873664,0.009801425,-0.044468634,0.067559405,0.006313637
IDN,1999,1,2,0,0,0,213004668,-1.034385711,-0.530285761,5190.5214,0.501783665,0.52284194,6.41539E+14,1,0,1,0,0,0,2,0,0.25,0,0.75,0,2.167356424,0.267595209,0.588274703,1.311486512,0.197520083,2.473006293,1.464051202,2.161727093,1.416062609,0.601808837,2.298047803,1.348331177,1,0,1,0,0,0,2,0,0,0,0,0,1.495703935,0.267595209,0.288400184,0.939708542,0.172600615,1.821904647,0.84483625,1.892225597,0.14258836,-0.061374888,0.48151497,0.007625066
IND,1999,1,7,Right,0,1,1038225823,-0.331014276,-0.150904462,3385.1257,0.505648331,0.718872707,1.91E+12,0,0,0,0,0,0,0,0,0.8611111,0.33333334,2,0.25,2.881812961,0.504301407,0.869756905,1.507754648,0.26646098,3.250280321,1.872325847,2.255830164,1.2100479,0.690535793,1.874137553,1.06547041,0,0,0,0,0,0,0,0,0,0,0,0,2.046992156,0.504301407,0.482235787,1.060454962,0.245893209,2.698447195,1.347831527,2.159992504,0.001000108,-0.061786886,0.112416331,-0.047629022
ITA,1999,1,7,Center,0,0,56916317,0.595213667,0.775906295,43372.7282,0.474949978,0.228130772,1.98E+12,6,3,2,1,0,6,3,1,1.5,1.5,1.5,1.5,4.559537291,0.819577936,0.973347575,2.766611779,0.104439775,4.852737592,2.143809206,1.658993738,1.279384713,0.844085367,1.80023156,1.193837276,6,3,2,1,0,6,3,1,-0.0833334,0,0,-0.25,3.508935673,0.819577936,0.298276507,2.39108123,0.025728671,4.432622641,1.284413459,1.632091268,0.032734453,-0.017104282,0.053315345,0.061992432
JPN,1999,1,7,Right,0,1,126631000,1.147925079,1.079326272,33546.7191,0.335611358,0.309731243,3.36E+12,1,0,0,1,0,1,1,2,2.6111112,0.83333331,4,3,2.859164991,0.329644338,1.038631787,1.490888866,0.404904522,3.382253594,2.101853704,2.834909777,0.922865142,0.536384135,1.532278012,0.699933412,1,0,0,1,0,0,0,1,0.5,0,1.5,0,2.052112725,0.329644338,0.767423077,0.955045311,0.39421048,2.833518852,1.80925691,2.834909777,-0.027555186,-0.085962873,0.029961283,-0.026663868
KOR,1999,2,7,Center,0,0,46616677,0.283826709,0.452048615,24541.8417,0.369961833,0.500615751,8.01159E+14,0,0,0,0,0,0,0,0,0.83333331,0,2.5,0,2.437730371,0.257016041,0.813122778,1.367591552,0.305942208,2.818560993,1.854513379,2.611721023,1.281055684,0.630763946,1.984698308,1.227704825,0,0,0,0,0,0,0,0,0.08333331,0,0.25,0,1.760632954,0.257016041,0.544505181,0.959111732,0.293908612,2.20482974,1.372666343,2.422558776,0.114004057,-0.040686275,0.338693121,0.044005393
MEX,1999,5,7,Center,0,0,97115707,-0.231891669,0.330275759,26364.6061,0.697554858,0.361721772,1.46E+12,0,0,0,0,0,0,0,0,1.0277778,0.83333331,2.25,0,3.807216719,0.138276803,1.74375923,1.925180686,0.848651553,4.758658759,3.556533143,5.286414531,1.158241445,0.668149123,1.777881916,1.02869354,0,0,0,0,0,0,0,0,0.05555559,0.16666662,0,0,2.853323325,0.138276803,1.668405292,1.04664123,0.83873454,3.846537723,3.437422919,5.26249227,-0.029912586,-0.14115386,0.049807139,0.001609127
NOR,1999,2,7,Right,0,1,4461913,2.142806292,1.864101291,53126.614,0.383612924,0.304244762,1.75753E+14,3,1,0,2,0,5,0,0,1.3611112,1.8333334,1.75,0.5,3.597347255,0.920347038,0.701647786,1.975352432,0.112090991,3.987435114,1.605367558,1.50669226,1.169739189,0.793524417,1.68597626,1.029716936,2,1,0,1,0,4,0,0,-0.0555554,-0.1666666,0,0,2.712307181,0.920347038,0.186565758,1.605394385,0.079727054,3.557339069,0.973823567,1.454958171,-0.004813566,-0.036621233,0.045532716,-0.02335207
NZL,1999,2,7,Right,0,1,3835100,2.165206671,1.607778609,35522.2963,0.529913347,0.659022599,9.53436E+14,0,0,0,0,0,0,0,0,0.30555555,0.16666667,0.25,0.5,4.621456457,1.131154146,0.856540641,2.63376167,0.106051878,5.005984878,1.921859741,1.551665962,1.348416658,0.947647956,1.948630638,1.148971416,0,0,0,0,0,0,0,0,0,0,0,0,3.564604351,1.131154146,0.154603091,2.278847114,0.068247106,4.588960098,1.096748517,1.504101832,0.010339956,-0.019935265,0.072040683,-0.021085424
RUS,1999,8,7,0,0,0,147214776,-0.948893785,-0.66800487,17814.9714,0.58164421,1.075682413,1.94E+12,0,0,0,0,0,0,1,0,0.55555558,0.16666667,1.5,0,3.282667603,0.846630933,0.656282288,1.779754381,0.120699151,3.611629694,1.445738319,1.38449838,1.190436447,0.792858473,1.743868449,1.03458245,0,0,0,0,0,0,1,0,0,0,0,0,2.515302343,0.846630933,0.158750331,1.509921078,0.096867656,3.278787286,0.850803596,1.334758604,0.007924059,-0.036605819,0.100868969,-0.040490875
TUR,1999,4,7,Right,0,1,64591923,-0.306078792,-0.166648478,18327.8707,0.639103466,0.325564149,6.75207E+14,0,0,0,0,0,0,0,1,0.5,1,0,0.5,4.428370056,1.071672523,0.929055625,2.427641909,0.129689446,4.790461109,2.033641567,1.623385033,1.26200934,0.864725237,1.826912543,1.094390293,0,0,0,0,0,0,0,1,0,0,0,0,3.509485555,1.071672523,0.319236371,2.118576661,0.091472674,4.430328185,1.30458676,1.580583024,-0.0072902,-0.012333265,0.022944042,-0.032481236
USA,1999,7,7,Left,1,0,279040000,1.576498091,1.711706996,55083.7467,0.546672985,0.516417285,1.10E+13,4,0,2,2,1,5,4,6,1.1388888,0.66666669,1.75,1,1.883890261,0.864879768,0.21603707,0.802973423,0,2.752034675,0.863557673,1.378275786,1.177215156,0.6632413,1.861272308,1.00713183,3,0,2,1,1,4,4,6,-0.0555556,-0.16666662,0,0,1.563724546,0.864879768,0.000482168,0.69836261,-0.009835988,2.473449994,0.476035043,1.225980035,0.080806656,0.020342651,0.241970033,-0.019892708
ZAF,1999,5,7,Left,1,0,46730335,0.594539165,0.635308921,14661.973,0.638177284,0.950153582,3.60104E+14,0,0,0,0,0,0,0,0,0.30555555,0.66666669,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-0.05555555,-0.16666662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,2000,4,7,Right,0,1,19028802,1.862088323,1.732170224,47599.1157,0.467678413,0.740741881,6.55424E+14,10,1,2,7,0,10,4,2,0.83333331,1,1,0.5,2.254316174,0.057518177,0.793062443,1.403735555,0.047101154,2.157890453,1.8321929,2.913166908,1.436597348,0.623571795,2.474919904,1.211300371,6,1,1,4,0,6,3,-1,0.33333331,1,0,0,0.013727253,-0.314198345,0.131223085,0.196702514,-0.175076716,-0.371936891,0.223355718,0.818820741,0.047176948,-0.0299759,0.242537168,-0.071030403
BRA,2000,6,7,Left,1,0,174018282,0.013238784,0.043085087,16894.0151,0.685692091,0.460969795,1.78E+12,4,1,3,0,0,2,3,1,0.22222222,0.16666667,0.5,0,3.072622528,0.114641807,1.146003139,1.811977582,0.098137251,2.406559788,3.016650219,3.772178224,1.301324888,0.685866652,2.192975708,1.025132332,3,1,3,-1,0,1,3,1,0,0,0,0,-0.446296343,-0.468751157,0.052462185,-0.030007371,-0.268015744,-1.659467431,0.692482917,0.952694661,0.093842931,-0.05240149,0.385632855,-0.051702643
CAN,2000,7,7,Left,1,0,30685730,2.049319029,1.849078655,46693.4584,0.501653162,0.559917181,1.06E+12,4,0,2,2,0,3,2,3,0.72222221,0.16666667,1,1,3.691270212,0.030087522,1.762764971,1.898417719,0.013833205,2.095132736,5.145910299,6.863399046,1.252272659,0.676896319,2.080041347,0.999880383,2,-2,2,2,0,-2,1,0,-0.1111111,-0.33333333,0,0,-0.018825991,-0.066027553,0.026661636,0.020539925,-0.821207558,-2.465697132,1.644933152,1.715589235,0.083560682,-0.007974713,0.277544644,-0.018888046
CHE,2000,2,7,-999,0,0,7184250,2.048353672,1.956340551,63518.2253,0.424153383,0.126697711,3.50484E+14,2,0,2,0,0,1,2,0,2.25,1,3.5,2.25,3.575633847,0.306609807,0.87814106,2.39088298,0.287504896,3.480869934,2.133286544,2.143966013,1.450435764,0.796217747,2.509667944,1.045421574,2,0,2,0,0,1,2,0,0.0833333,0,0.25,0,-1.457157186,-0.881736027,-0.148136278,-0.427284881,0.15764943,-1.915201309,-0.0762209,0.384480732,0.142647472,-0.101545773,0.630162302,-0.100674196
CHL,2000,1,7,Left,1,0,15503635,1.540218115,1.005559683,20279.5911,0.724467004,0.372662052,2.01E+11,0,0,0,0,0,0,0,0,0.11111111,0.33333334,0,0,2.859447426,0.146367854,1.211138962,1.50194061,0.050858088,2.295516877,2.5221304,3.055871049,1.26509907,0.621671498,2.171399947,1.002225789,0,0,0,0,0,0,0,0,0.11111111,0.33333334,0,0,0.148794442,-0.282899299,0.359658415,0.072035326,-0.228135298,-0.815905859,0.665437087,0.738117124,0.045357805,-0.063658603,0.271974047,-0.072242059
CHN,2000,11,3,Left,1,0,1262645000,-0.20854871,-0.158842877,5068.8761,0.497964474,1.244897565,4.42E+12,1,0,1,0,0,0,1,0,0.22222222,0.16666667,0.5,0,2.859781912,0.109192736,0.904552192,1.846036984,0.069142051,2.587079214,2.265414688,3.419060936,1.535966865,0.66819433,2.621967991,1.317738312,1,0,1,0,0,0,1,0,0,0,0,0,0.001771869,-0.253772818,0.025709432,0.229835255,-0.24101184,-0.704602583,0.21705814,0.662851904,0.087381733,-0.004729751,0.3209994,-0.054124446
DEU,2000,2,7,Left,1,0,82211508,1.801545382,1.804531693,45443.1013,0.467637821,0.292498501,2.95E+12,5,1,0,4,1,5,1,1,1.7777778,0.83333331,3.5,1,2.808213158,0.036017146,1.22213714,1.550058873,0,2.656399846,2.308592233,2.040501883,1.330545602,0.773374889,2.099768928,1.118492992,-2,-1,0,-1,1,-3,0,0,0.2777778,-0.16666669,1,0,-0.707789537,-0.668429891,0.007068347,-0.046427993,-0.135099093,-0.944138762,0.043110741,0.366047379,0.110168873,-0.08076034,0.530316768,-0.119049864
ESP,2000,4,7,Right,0,1,40567864,1.328282833,1.685757279,36018.3835,0.451620447,0.282594832,1.16E+12,2,0,1,1,0,2,1,2,1.4722222,0.66666669,2.5,1.25,4.001324348,0.214514806,1.211190325,2.575619218,0.189004803,3.851852927,2.264383695,1.486634984,1.484267229,0.867139202,2.437608969,1.148053483,1,0,1,0,0,0,0,1,0.2777778,-0.16666662,1,0,-1.645505423,-1.002036774,-0.265305747,-0.378162902,0.12545259,-1.824150735,-0.528298735,-0.132348701,0.155443381,-0.109993843,0.729588357,-0.153264462
FRA,2000,3,7,Left,1,0,60918661,1.32172358,1.637057304,46280.1422,0.452915636,0.224787384,2.15E+12,8,0,3,5,0,6,4,0,1.75,1,2.5,1.75,2.6348071,0.268685146,0.676675561,1.689446393,0.236182083,2.972606794,1.715870894,2.203167877,1.428802342,0.80487507,2.467346783,1.014185154,-3,-1,-1,-1,0,-4,-3,-3,0.1111112,-0.1666666,1,-0.5,-0.767945051,-0.8233155,0.178424154,-0.123053705,0.130532129,-0.9618552,0.443589458,0.939392515,0.186625501,-0.092781506,0.67250721,-0.01984925
GBR,2000,3,7,Left,1,0,58892514,2.072457314,1.768822312,38475.0486,0.476383596,0.306206855,1.69E+12,2,0,1,1,0,5,1,2,1.3333334,1,2.5,0.5,3.424617757,0.226183157,1.061715783,2.136718816,0.170171984,2.826683329,2.416295325,2.326623007,1.354535651,0.732622957,2.241598371,1.089385644,1,-1,1,1,0,4,1,2,0.3333334,0,1,0,-1.029763781,-0.610081203,-0.075324935,-0.344357642,-0.026419293,-2.058772933,0.044534747,0.158953668,0.097304702,-0.088069315,0.495513938,-0.115530571
IDN,2000,1,6,0,0,0,216077790,-0.908694446,-0.366054028,6175.4621,0.504166679,0.50042762,7.82E+11,0,0,0,0,0,0,0,0,0.25,0,0.75,0,2.510167143,0.098818952,0.718997333,1.692350859,0.044819972,2.462171337,1.635241097,2.722883312,1.548167659,0.638433713,2.638485924,1.36758338,-1,0,-1,0,0,0,-2,0,0,0,0,0,0.34281072,-0.168776257,0.13072263,0.380864346,-0.152700111,-0.010834956,0.171189895,0.56115622,0.13210505,0.036624876,0.340438121,0.019252203
IND,2000,2,7,Right,0,1,1057922733,-0.403301805,-0.187351525,3594.2366,0.508535752,0.704473789,2.08E+12,0,0,0,0,0,0,0,0,0.91666669,0.5,2,0.25,2.879603873,0.126350145,1.104502105,1.648751623,0.075761326,2.636755885,2.37572265,2.852383459,1.301697114,0.687630658,2.216868092,1.000592595,0,0,0,0,0,0,0,0,0.05555559,0.16666666,0,0,-0.002209088,-0.377951263,0.2347452,0.140996975,-0.190699654,-0.613524436,0.503396803,0.596553296,0.091649214,-0.002905136,0.342730539,-0.064877815
